Suburb,Type,Rooms,Bathrooms,Parking,Area,Price
Walmer,Officeblock,6,0,8,790,12546053
Missionvale,Flat,3,0,4,150,12546053
Walmer,Flat,6,3,4,420,14513366
Summerstrand,Officeblock,3,0,2,520,5867639
Missionvale,Warehouse,6,2,1,370,1228128
Humewood,Officeblock,2,4,1,520,14292704
Missionvale,Flat,3,1,2,200,11767288
Humewood,Officeblock,2,4,8,150,4108109
Walmer,Officeblock,5,2,6,190,14467678
Humewood,Flat,1,4,8,190,4317592
Summerstrand,Officeblock,6,4,1,150,11538764
Central,Officeblock,3,1,2,420,9955348
Humewood,Officeblock,5,1,8,370,11941003
Central,Officeblock,4,0,1,520,14032196
Summerstrand,Warehouse,6,3,12,190,4375304
Summerstrand,Flat,8,2,4,580,14183765
Central,Warehouse,1,2,4,170,11468278
Central,Flat,7,3,8,580,9066286
Walmer,House,7,4,6,520,12789826
Missionvale,House,6,2,2,770,14209030
Humewood,Flat,1,3,0,790,3198514
Humewood,Warehouse,5,2,1,400,13890411
Central,Officeblock,6,3,2,580,11411931
Walmer,Warehouse,7,4,12,170,4542049
Central,House,8,3,2,770,2734677
Humewood,Flat,7,3,1,810,1457995
Missionvale,Officeblock,2,4,1,400,13781421
Zwide,Warehouse,7,3,1,810,6831851
Zwide,House,8,1,1,750,9721930
Summerstrand,Warehouse,1,4,2,890,7580424
Central,Officeblock,1,4,8,370,5998301
Zwide,House,8,1,8,790,12636521
Missionvale,Warehouse,1,1,12,770,7617779
Missionvale,Warehouse,8,2,4,580,2426253
Central,Warehouse,5,0,1,190,1314500
Zwide,Warehouse,4,2,1,420,13816270
Summerstrand,Officeblock,1,2,4,200,10088429
Zwide,Warehouse,3,4,12,170,5583257
Humewood,Warehouse,2,0,1,190,14334532
Walmer,Officeblock,6,3,0,310,2963559
Central,Warehouse,1,4,0,420,11921179
Missionvale,House,2,4,12,790,11526721
Humewood,Officeblock,1,4,4,400,11682880
Walmer,Warehouse,8,0,4,370,5281168
Zwide,Warehouse,1,2,6,150,2872496
Central,House,3,0,8,810,11045934
Humewood,Warehouse,3,1,4,310,4535429
Walmer,House,3,0,8,190,1848307
Summerstrand,House,7,1,0,190,4972749
Humewood,Officeblock,6,4,12,520,83095
Central,House,4,0,6,310,1725954
Central,House,4,2,2,790,10349292
Zwide,House,6,0,8,370,1165679
Humewood,Warehouse,4,1,0,420,447048
Zwide,Warehouse,8,3,2,890,9209028
Summerstrand,Warehouse,1,0,1,770,12894158
Humewood,Flat,7,0,12,770,3131253
Central,House,1,1,6,750,11875850
Missionvale,Officeblock,7,3,4,170,3186669
Walmer,Warehouse,6,4,6,770,876463
Missionvale,Flat,3,0,4,580,6654895
Walmer,Flat,4,0,1,370,7580424
Zwide,House,5,2,1,370,4972749
Walmer,Flat,7,3,4,190,83095
Central,Warehouse,3,1,4,170,3662800
Zwide,Flat,7,0,4,150,14467678
Humewood,Flat,2,2,1,890,13890411
Humewood,Flat,8,2,6,310,11526721
Summerstrand,House,6,0,2,890,14997398
Missionvale,Officeblock,7,2,12,170,14463202
Summerstrand,House,8,2,0,890,12789826
Humewood,Officeblock,4,2,8,580,906
Walmer,Officeblock,7,3,12,580,5386074
Missionvale,Warehouse,3,3,4,420,1172295
Central,House,1,4,8,370,8474743
Humewood,Officeblock,5,4,8,400,1574907
Humewood,Officeblock,1,4,4,790,5375351
Humewood,Warehouse,6,2,0,770,9955348
Walmer,Flat,3,1,2,770,1228128
Walmer,House,4,1,0,810,218667
Summerstrand,Warehouse,7,0,0,890,3876219
Central,Flat,2,4,12,200,8934977
Zwide,Warehouse,4,0,6,580,12758034
Missionvale,Flat,3,2,8,770,1890935
Walmer,Officeblock,7,2,0,190,4523922
Zwide,Flat,5,2,8,770,5937468
Humewood,Officeblock,3,2,12,770,2599534
Missionvale,Warehouse,5,1,2,790,12546053
Zwide,Warehouse,8,3,0,790,7809779
Humewood,Officeblock,8,4,4,790,7144412
Zwide,House,6,3,1,890,8296794
Walmer,Warehouse,5,2,12,150,11174742
Humewood,Flat,7,0,0,150,7297505
Central,Warehouse,5,3,6,190,2372920
Missionvale,Flat,4,3,6,790,9113921
Central,Warehouse,7,3,2,580,2829094
Walmer,House,7,1,4,400,558503
Central,Officeblock,5,3,8,200,1725954
Summerstrand,House,1,2,8,810,9723807
Central,Officeblock,1,0,2,420,1400431
Missionvale,Warehouse,6,3,8,810,4540369
Humewood,House,3,1,4,520,10424300
Summerstrand,Warehouse,7,1,6,150,13404796
Summerstrand,Warehouse,1,4,1,810,1172295
Central,Flat,4,3,1,370,11045934
Central,Warehouse,4,3,8,370,7152761
Missionvale,House,4,4,2,580,13270557
Humewood,Warehouse,4,4,4,790,6901260
Missionvale,Warehouse,8,2,6,170,8799465
Humewood,Flat,3,2,6,790,1314500
Walmer,House,8,4,4,420,11921179
Humewood,Officeblock,3,4,4,790,3816149
Walmer,Officeblock,7,1,6,770,4961378
Summerstrand,Officeblock,1,2,12,890,6465192
Walmer,Flat,8,0,12,520,12894158
Zwide,Warehouse,4,1,12,200,8195204
Central,Officeblock,7,2,2,400,801494
Central,Warehouse,6,3,2,190,2098113
Missionvale,Officeblock,3,0,4,400,10683028
Humewood,Flat,7,0,2,750,14877466
Humewood,Officeblock,7,0,1,170,9141967
Missionvale,Warehouse,7,0,0,420,9832520
Walmer,Officeblock,8,2,2,580,5074493
Walmer,Officeblock,5,3,12,200,9678626
Central,House,3,4,1,890,1571035
Walmer,Flat,8,0,12,810,7666748
Walmer,House,6,3,0,370,14480305
Zwide,Flat,1,0,4,770,975726
Summerstrand,Flat,5,4,1,200,876507
Summerstrand,House,8,2,12,170,12175854
Central,Warehouse,7,2,12,810,8088923
Central,Flat,4,1,2,310,13285002
Central,Warehouse,5,4,4,580,4375304
Walmer,Warehouse,6,3,6,170,12208778
Humewood,Officeblock,1,0,1,750,12054127
Zwide,Flat,5,4,8,200,8409405
Humewood,Officeblock,2,0,12,790,4375304
Zwide,Flat,4,3,4,370,9141967
Zwide,House,5,0,4,790,5998301
Humewood,Flat,7,4,0,890,11918919
Summerstrand,Officeblock,5,2,1,150,4963004
Zwide,Officeblock,7,4,6,200,5580729
Summerstrand,Warehouse,1,3,1,790,14430499
Zwide,House,5,0,12,190,12770676
Walmer,Flat,6,4,4,580,10365230
Zwide,Warehouse,7,2,1,400,4133722
Summerstrand,Warehouse,2,3,1,150,801494
Missionvale,House,7,4,4,580,10424300
Zwide,Flat,6,3,8,770,13021870
Central,House,3,4,1,370,12984574
Missionvale,House,7,2,12,170,7974846
Missionvale,Flat,6,1,2,420,3336605
Central,House,8,2,12,310,382769
Walmer,Flat,1,3,8,810,1228128
Summerstrand,Flat,5,1,1,150,10170801
Summerstrand,Officeblock,5,3,0,170,13187314
Summerstrand,House,6,0,6,520,2098113
Central,Flat,3,4,1,310,1465688
Central,Flat,3,2,1,790,1096674
Zwide,House,7,0,2,420,1384856
Summerstrand,Officeblock,5,4,4,170,8313872
Humewood,Flat,8,2,12,150,7271115
Missionvale,House,2,2,0,170,11911693
Zwide,Flat,2,2,4,580,13187314
Zwide,Warehouse,5,3,8,790,10965063
Missionvale,House,5,4,2,750,10052758
Central,Flat,1,1,4,890,5494835
Summerstrand,Warehouse,8,0,8,310,1819847
Walmer,Warehouse,3,4,0,890,3302852
Missionvale,Flat,7,3,1,790,11893276
Humewood,House,5,1,4,200,13781386
Central,Flat,6,0,8,890,1384856
Zwide,Warehouse,3,3,8,770,2222468
Summerstrand,Warehouse,5,3,0,810,876507
Missionvale,House,1,4,4,580,955730
Walmer,Flat,6,4,8,750,1172295
Zwide,House,1,2,2,310,876507
Summerstrand,Warehouse,3,1,2,770,12182706
Zwide,Officeblock,3,1,0,370,8772350
Walmer,House,8,3,8,400,5721363
Walmer,Warehouse,8,2,6,420,4821324
Summerstrand,House,6,0,12,370,11307153
Missionvale,Flat,2,0,12,200,13164946
Humewood,Officeblock,7,1,6,420,9262913
Summerstrand,Flat,5,3,0,750,7297505
Walmer,Flat,6,0,8,200,8908108
Zwide,Warehouse,8,1,0,750,3131253
Walmer,Warehouse,1,2,8,150,8195204
Summerstrand,Warehouse,8,1,0,400,4540369
Humewood,Warehouse,5,3,4,310,7144412
Summerstrand,House,8,2,1,580,1228128
Walmer,Officeblock,7,4,6,420,7827524
Humewood,Warehouse,6,0,8,150,10052758
Humewood,House,4,2,12,810,1744058
Humewood,Flat,3,2,0,520,2449077
Zwide,Officeblock,7,4,2,420,8675906
Missionvale,House,2,0,0,150,14997398
Central,Flat,6,2,0,400,13871622
Central,Officeblock,5,2,8,200,10753340
Humewood,Officeblock,3,2,2,890,6983734
Humewood,Officeblock,7,2,1,520,6945572
Missionvale,Officeblock,3,1,8,750,14183765
Missionvale,Flat,6,2,6,400,4597325
Central,House,6,4,6,520,14221469
Humewood,Warehouse,3,4,2,750,5248603
Zwide,Warehouse,8,4,6,170,1017673
Central,Flat,2,3,12,750,13021870
Humewood,House,7,1,2,770,12165340
Missionvale,Warehouse,8,3,4,420,264225
Summerstrand,House,7,0,2,790,1457995
Humewood,Flat,1,4,8,810,385879
Missionvale,House,4,1,12,750,5695447
Zwide,Warehouse,1,4,0,170,6578638
Zwide,Flat,6,3,6,370,11370196
Zwide,Officeblock,4,4,0,420,3186669
Summerstrand,Flat,5,0,2,420,5546080
Central,Flat,6,2,0,190,9322790
Humewood,Warehouse,2,3,4,150,1890935
Zwide,House,4,4,4,370,3662800
Zwide,Warehouse,1,4,8,200,14221469
Humewood,Warehouse,1,3,2,200,12153519
Missionvale,Flat,7,1,6,750,4375304
Summerstrand,Officeblock,6,0,6,810,9970288
Humewood,Flat,1,3,2,400,5937468
Zwide,House,6,1,8,420,7271115
Walmer,House,2,1,1,770,10365230
Missionvale,House,6,3,0,810,9895098
Humewood,House,8,4,4,750,2221206
Humewood,Officeblock,1,1,6,770,13187314
Missionvale,Officeblock,1,4,1,370,1848307
Walmer,House,7,4,6,370,8021744
Summerstrand,Warehouse,6,1,4,190,4542049
Humewood,House,5,0,4,150,1752850
Central,Warehouse,3,0,6,890,7297505
Central,Flat,8,3,2,890,11921179
Summerstrand,Officeblock,7,1,12,580,11705020
Walmer,Officeblock,4,4,2,770,11152878
Zwide,House,4,4,0,580,5937468
Central,Warehouse,6,0,4,750,10000969
Zwide,Warehouse,3,1,4,520,1400431
Missionvale,House,8,2,6,310,10918301
Central,Warehouse,2,3,2,750,11893276
Central,Warehouse,8,1,4,200,2098113
Zwide,Officeblock,7,4,12,400,14292704
Zwide,Warehouse,7,0,1,400,287456
Walmer,Warehouse,6,4,6,400,9535470
Central,Warehouse,4,3,6,890,4317592
Summerstrand,Flat,6,3,6,790,1538626
Zwide,Warehouse,7,4,12,890,5248603
Zwide,House,3,0,2,190,5248603
Walmer,House,1,3,12,580,7144412
Central,Warehouse,5,2,2,310,11875850
Summerstrand,House,1,3,8,750,2599534
Central,Flat,5,0,0,420,12250116
Zwide,Flat,4,1,0,810,9672810
Zwide,Officeblock,8,4,6,400,2934990
Missionvale,House,1,3,2,790,7827524
Central,Flat,5,0,8,400,1384856
Zwide,Warehouse,7,0,6,370,6465192
Zwide,Warehouse,3,0,0,580,10000969
Zwide,Warehouse,7,0,8,750,13816270
Walmer,Warehouse,1,3,4,150,651367
Central,Flat,5,0,6,750,6732810
Central,Warehouse,3,0,2,370,4760818
Humewood,House,6,0,2,790,14714182
Zwide,Warehouse,6,1,2,150,9678626
Zwide,House,5,3,1,420,276220
Missionvale,Warehouse,1,1,8,370,9721930
Walmer,House,2,3,1,310,11759020
Central,Officeblock,1,2,12,810,8021744
Missionvale,Officeblock,2,3,2,810,1570167
Missionvale,Officeblock,4,2,8,170,9210932
Missionvale,House,4,1,1,580,5386074
Zwide,Warehouse,6,0,4,150,9209028
Zwide,House,1,0,6,810,8725131
Summerstrand,Flat,6,4,8,580,9209028
Summerstrand,House,3,1,2,770,14463202
Humewood,Warehouse,2,0,12,370,2426253
Humewood,Warehouse,4,3,4,770,2807403
Zwide,Flat,8,3,8,370,12894158
Humewood,Flat,2,3,12,770,7144412
Central,Officeblock,2,1,6,200,9672810
Humewood,Officeblock,2,0,8,310,10918301
Summerstrand,Flat,3,4,4,150,11705020
Missionvale,Warehouse,5,0,1,400,3816149
Missionvale,Warehouse,5,4,2,420,12178899
Humewood,House,6,4,12,790,13149660
Walmer,Officeblock,8,2,8,890,14768180
Walmer,Flat,4,0,4,400,9231781
Humewood,Officeblock,3,0,4,790,8400118
Summerstrand,Officeblock,4,0,12,190,4023816
Zwide,Officeblock,3,0,1,420,5580729
Central,Officeblock,8,3,2,400,5162411
Summerstrand,Warehouse,2,1,6,190,10257943
Central,Warehouse,6,3,2,190,10238692
Summerstrand,Warehouse,6,4,6,770,5036322
Humewood,House,7,4,2,190,14761420
Zwide,House,4,2,2,810,11759020
Summerstrand,Flat,8,2,12,150,1323745
Walmer,House,5,4,2,150,2123867
Missionvale,Officeblock,8,2,1,400,12178899
Central,House,2,0,0,310,7666748
Walmer,Flat,5,3,6,400,995322
Summerstrand,House,8,0,4,890,8544359
Summerstrand,Flat,4,2,12,750,12178899
Missionvale,Warehouse,1,0,0,370,2969915
Humewood,Officeblock,1,1,1,150,10915666
Humewood,Officeblock,1,1,0,580,6061974
Central,Officeblock,2,0,2,310,5162411
Summerstrand,Warehouse,7,1,12,370,12894158
Zwide,Flat,3,0,6,150,3131253
Humewood,Flat,8,3,0,370,12224966
Summerstrand,House,3,3,6,770,9678626
Missionvale,Flat,3,4,1,310,14209030
Summerstrand,Warehouse,2,2,12,890,3999236
Summerstrand,Warehouse,5,3,0,170,2389718
Central,Officeblock,2,4,8,150,6470426
Humewood,Officeblock,5,0,0,520,13829438
Missionvale,Flat,3,1,6,770,1165882
Zwide,House,3,0,8,190,9721930
Summerstrand,Warehouse,5,4,8,420,13997172
Central,Flat,7,3,6,190,12688335
Walmer,Officeblock,1,2,1,890,1752850
Missionvale,Warehouse,4,2,4,790,5162411
Missionvale,Flat,4,4,8,370,5630106
Zwide,Officeblock,6,4,12,890,8572541
Walmer,Flat,3,0,1,370,385879
Missionvale,Flat,4,1,0,190,5036322
Walmer,Warehouse,6,2,1,750,4821324
Missionvale,Officeblock,7,1,0,150,1864067
Missionvale,Flat,4,0,2,190,9901375
Missionvale,Flat,1,0,4,310,1465688
Humewood,Flat,1,0,2,150,8296794
Humewood,Officeblock,7,2,6,150,1368954
Summerstrand,House,4,1,12,750,5431442
Missionvale,Flat,5,0,1,190,558503
Summerstrand,Flat,8,4,8,890,11965705
Walmer,House,2,2,0,790,8258583
Missionvale,Officeblock,5,4,12,810,14463202
Missionvale,House,5,3,0,370,13645704
Summerstrand,Flat,7,4,12,400,1948696
Zwide,Warehouse,8,1,6,170,8409405
Central,Warehouse,8,4,1,310,5873308
Humewood,Officeblock,5,1,12,770,995322
Humewood,Flat,1,4,0,750,13793803
Summerstrand,House,2,4,2,310,13178598
Central,Officeblock,2,4,6,400,10004857
Summerstrand,Officeblock,5,0,4,810,9465797
Humewood,Officeblock,3,2,1,310,9210932
Zwide,Flat,2,3,12,810,10257943
Summerstrand,Flat,2,2,2,890,12848666
Summerstrand,House,4,2,12,790,4286469
Humewood,Flat,5,4,2,190,7809779
Zwide,Flat,3,4,0,150,4972749
Summerstrand,Flat,2,0,2,400,5369754
Walmer,House,2,3,1,790,12835619
Humewood,Warehouse,7,2,4,170,2404738
Central,House,1,1,1,200,3642864
Humewood,Flat,7,4,0,750,6901260
Missionvale,Warehouse,8,2,6,170,470149
Humewood,Officeblock,7,2,12,170,12882681
Missionvale,Warehouse,3,4,2,770,13187314
Central,Officeblock,2,2,4,580,2493779
Missionvale,Warehouse,1,4,12,890,7630131
Central,House,4,1,12,890,13781421
Missionvale,Warehouse,3,3,0,580,10332102
Walmer,Warehouse,8,0,0,810,7617779
Humewood,Officeblock,1,2,2,150,875105
Zwide,House,8,0,2,750,13871622
Summerstrand,House,7,2,12,420,13782609
Humewood,Flat,3,1,0,200,7964802
Humewood,Officeblock,1,3,1,400,1225911
Zwide,House,5,4,8,790,3816149
Summerstrand,Flat,6,0,2,400,5630106
Summerstrand,Flat,4,4,2,400,1714999
Central,Officeblock,8,1,4,770,9901375
Humewood,Warehouse,7,4,1,520,12153519
Zwide,Warehouse,3,0,1,370,6831851
Walmer,Flat,2,3,6,370,10349292
Missionvale,Warehouse,8,3,2,400,5630106
Walmer,Flat,1,1,8,420,9817109
Walmer,Officeblock,6,2,4,770,13997172
Zwide,Flat,1,4,0,150,2599534
Central,Flat,3,3,8,520,382769
Zwide,Flat,4,3,8,890,11767288
Humewood,Flat,4,2,0,400,12060347
Humewood,Warehouse,6,4,0,520,6831851
Zwide,Flat,3,3,4,750,14871310
Humewood,Flat,5,1,4,580,6223851
Walmer,House,5,1,4,770,975726
Summerstrand,Warehouse,8,1,12,190,8683415
Summerstrand,Flat,7,2,0,190,9832520
Zwide,Warehouse,8,1,12,200,12054127
Walmer,House,2,3,8,750,9958411
Central,Officeblock,7,0,12,310,9066286
Missionvale,Flat,6,0,4,790,12758034
Zwide,Officeblock,6,4,1,190,2734472
Zwide,Warehouse,5,0,12,400,12208778
Humewood,Officeblock,2,0,8,420,2993386
Humewood,Flat,6,3,2,790,721367
Humewood,House,4,2,8,400,876507
Missionvale,Flat,1,0,2,200,13871622
Summerstrand,Officeblock,3,0,4,420,11918919
Humewood,House,7,3,4,750,6684740
Central,Warehouse,6,2,1,190,9955348
Missionvale,Officeblock,5,4,12,770,4963004
Central,Officeblock,2,3,4,770,8914381
Missionvale,House,5,3,0,810,8736917
Humewood,Flat,1,2,6,190,5386074
Summerstrand,Flat,3,2,2,750,11313826
Walmer,Warehouse,8,3,12,150,2734472
Walmer,Warehouse,8,4,8,790,5695447
Central,Officeblock,2,4,1,770,276220
Zwide,Warehouse,3,2,0,370,2493779
Summerstrand,House,6,3,1,400,11941003
Zwide,House,4,3,0,890,12081827
Summerstrand,Flat,4,2,8,310,11965705
Humewood,House,8,0,0,580,1571035
Central,Officeblock,7,2,8,520,14810144
Zwide,Officeblock,2,2,2,580,8087896
Central,Warehouse,2,1,1,810,9395373
Summerstrand,Flat,3,2,4,770,6732810
Summerstrand,House,3,2,4,580,13781421
Missionvale,Officeblock,5,4,12,370,10000969
Humewood,Flat,4,4,4,400,2493630
Central,Warehouse,2,2,12,200,6223851
Zwide,House,1,2,0,770,10719274
Walmer,Warehouse,2,3,2,750,1017673
Humewood,Officeblock,8,3,8,190,11759020
Central,Flat,8,4,4,890,2426253
Central,Warehouse,1,2,12,890,7666748
Humewood,Flat,1,3,2,520,2993386
Zwide,Officeblock,8,4,4,400,4522580
Central,Warehouse,7,2,2,400,12153519
Walmer,Flat,3,4,1,580,5369754
Humewood,Flat,7,1,6,750,1465688
Zwide,Flat,5,4,4,170,1017673
Central,House,8,3,8,170,6684740
Summerstrand,Warehouse,5,4,6,310,8195204
Summerstrand,Flat,8,2,12,400,11893276
Walmer,House,4,2,6,520,1934400
Zwide,Warehouse,6,2,2,810,8675906
Zwide,Warehouse,7,0,6,200,12546053
Summerstrand,Officeblock,2,1,0,400,14480305
Humewood,Officeblock,2,1,8,890,12439589
Walmer,Flat,4,3,8,810,1744058
Walmer,Warehouse,8,1,2,890,14292704
Zwide,House,8,4,12,400,833939
Humewood,Flat,1,0,1,370,8908108
Missionvale,Warehouse,3,1,4,770,8296794
Summerstrand,Officeblock,2,0,2,170,876463
Zwide,Officeblock,4,1,6,580,1263839
Walmer,House,4,4,4,770,8934977
Central,Flat,8,2,12,520,14714182
Humewood,Flat,7,4,8,890,12835619
Central,Officeblock,5,4,4,400,955730
Central,Officeblock,2,3,12,770,1263839
Summerstrand,House,8,0,8,810,13575148
Summerstrand,Flat,6,0,4,400,2919451
Walmer,House,5,1,2,420,14159453
Summerstrand,Flat,2,2,6,520,10238838
Missionvale,Officeblock,2,0,6,370,5851500
Walmer,Flat,7,4,1,750,3172334
Central,Officeblock,4,2,0,520,823832
Central,House,8,4,6,420,7974846
Central,Warehouse,3,2,0,810,12788186
Walmer,Officeblock,7,0,8,310,3198514
Zwide,Warehouse,4,1,2,520,6377984
Walmer,Officeblock,4,4,12,790,5369754
Summerstrand,Officeblock,8,1,2,400,13645704
Summerstrand,Flat,3,2,6,810,10088429
Walmer,House,6,2,4,200,10683028
Walmer,Flat,8,1,12,150,8195204
Missionvale,House,5,3,2,810,11526721
Summerstrand,Officeblock,3,3,8,580,1513802
Walmer,Flat,4,1,4,520,1017673
Humewood,Warehouse,6,3,1,580,2993386
Humewood,House,1,1,1,580,4597325
Summerstrand,Flat,6,4,4,790,2550410
Missionvale,Officeblock,8,4,2,150,12060347
Summerstrand,Officeblock,6,0,6,790,651367
Summerstrand,Flat,3,0,4,580,12648688
Missionvale,Warehouse,3,4,4,190,3816149
Walmer,Flat,1,0,1,770,11045934
Summerstrand,House,7,4,1,150,6470426
Zwide,Flat,4,0,4,810,11918919
Central,Flat,8,4,2,200,808506
Central,House,8,0,4,200,6061974
Walmer,Flat,8,4,8,190,12153519
Summerstrand,Flat,5,4,4,370,9465797
Zwide,Warehouse,5,3,6,310,11152878
Missionvale,Warehouse,2,0,8,890,13483862
Summerstrand,Officeblock,8,4,4,770,2807403
Summerstrand,Warehouse,6,4,6,770,7152761
Walmer,House,8,3,12,770,9066286
Central,House,8,2,8,750,8296794
Walmer,Officeblock,8,4,1,790,11313826
Missionvale,Warehouse,4,4,0,580,9262913
Missionvale,House,2,1,1,770,6060750
Summerstrand,Flat,3,4,0,520,13595086
Walmer,House,4,3,6,890,11174742
Summerstrand,Warehouse,6,2,8,150,1172295
Humewood,Officeblock,8,4,12,190,2428323
Summerstrand,Warehouse,3,4,8,810,4963004
Central,Warehouse,4,2,4,200,1018769
Central,Warehouse,4,2,1,150,6955176
Missionvale,House,7,2,2,420,1890935
Missionvale,Warehouse,5,0,8,750,14334532
Central,House,7,4,6,400,1714999
Summerstrand,Flat,2,3,6,750,876463
Summerstrand,Officeblock,3,2,2,370,12546053
Missionvale,House,7,2,6,400,11921179
Central,House,7,2,2,810,1644011
Central,House,7,0,8,170,13237728
Central,Flat,5,4,2,790,13890411
Walmer,Officeblock,1,0,8,520,4486168
Walmer,Flat,5,0,2,170,9535470
Central,Warehouse,7,4,12,400,13816270
Summerstrand,Officeblock,8,2,1,420,6465192
Missionvale,Flat,1,4,12,520,83095
Walmer,Flat,1,1,1,200,6578638
Missionvale,Flat,4,2,8,890,7152761
Summerstrand,Officeblock,7,2,2,890,4486168
Summerstrand,Warehouse,4,1,8,420,4317592
Missionvale,House,5,0,1,170,833939
Central,Officeblock,2,0,12,310,10052758
Central,House,4,2,6,170,13214868
Zwide,Flat,6,1,12,400,9395373
Summerstrand,Warehouse,2,0,12,370,626708
Missionvale,Flat,1,3,6,370,6732810
Central,Officeblock,4,0,4,580,1329579
Humewood,Warehouse,3,4,1,750,13818730
Walmer,Flat,5,2,0,190,5998301
Central,Flat,4,4,6,810,6060750
Summerstrand,Warehouse,2,3,2,400,3131253
Summerstrand,Warehouse,8,2,2,170,8725131
Missionvale,Officeblock,5,0,8,190,14430499
Zwide,Officeblock,5,1,8,200,8474743
Zwide,Officeblock,4,1,1,580,13575148
Zwide,Flat,8,1,6,200,218667
Central,Warehouse,8,0,8,200,8195204
Missionvale,House,3,2,0,750,9608962
Central,House,3,1,2,750,2919451
Summerstrand,Warehouse,6,2,8,420,9262913
Central,House,8,0,1,310,12054127
Zwide,House,7,4,8,400,7580424
Summerstrand,Warehouse,1,4,12,890,2734472
Zwide,Flat,3,0,1,150,2734677
Missionvale,Officeblock,7,3,12,790,1121120
Summerstrand,House,6,0,1,890,12153519
Summerstrand,House,8,0,6,790,2426253
Central,Flat,6,2,12,310,2872496
Walmer,Warehouse,7,3,4,190,5695447
Missionvale,House,1,3,4,890,2222468
Missionvale,Officeblock,1,1,12,790,6732810
Zwide,Officeblock,7,0,1,790,11965705
Central,Warehouse,2,3,2,200,10424300
Summerstrand,Warehouse,3,3,6,170,6807215
Walmer,Officeblock,8,3,0,400,12439589
Zwide,Warehouse,7,3,8,580,12208778
Central,Flat,6,4,4,370,9623586
Central,Officeblock,7,2,12,310,3999236
Central,House,2,4,4,420,10088429
Central,Flat,8,2,4,810,11370196
Walmer,Flat,5,0,1,200,13575148
Central,Officeblock,1,3,0,200,13781386
Central,Officeblock,7,1,12,520,3160830
Walmer,House,4,4,6,310,12546053
Zwide,Flat,3,3,12,580,5148043
Missionvale,Officeblock,4,3,8,370,13818730
Walmer,Warehouse,4,0,2,750,7641560
Central,Officeblock,8,2,0,420,9791627
Summerstrand,Officeblock,4,4,8,310,13595086
Central,Warehouse,7,4,8,580,5895760
Walmer,Flat,5,0,0,790,13483862
Summerstrand,House,4,4,8,310,6901260
Central,Warehouse,5,3,6,580,1096674
Humewood,Officeblock,2,4,8,400,4056636
Missionvale,Warehouse,1,0,0,170,9895098
Missionvale,Flat,2,1,8,150,5148043
Summerstrand,Warehouse,5,4,4,370,4961378
Missionvale,Warehouse,4,0,4,400,5873308
Summerstrand,House,2,0,6,200,3304544
Summerstrand,Officeblock,3,3,8,790,5148043
Summerstrand,House,5,0,4,370,12619025
Zwide,House,1,0,4,370,2872496
Zwide,House,2,3,2,750,2493779
Summerstrand,House,4,4,4,190,427669
Summerstrand,House,1,1,12,310,9970288
Walmer,Warehouse,3,3,12,520,12461555
Central,House,3,1,12,520,5431442
Humewood,Officeblock,8,2,6,170,10915666
Missionvale,Flat,2,0,4,310,4762430
Zwide,Flat,3,3,0,310,14997398
Summerstrand,Officeblock,1,4,1,150,9832520
Central,House,3,3,8,150,11526721
Humewood,House,3,1,12,370,3534567
Summerstrand,Warehouse,3,3,12,890,9626924
Missionvale,Officeblock,2,0,0,200,8934977
Walmer,Warehouse,7,3,8,810,8313872
Walmer,House,2,3,2,420,1644011
Walmer,Flat,7,2,0,750,8975659
Summerstrand,Flat,5,0,0,200,4963004
Summerstrand,Warehouse,6,0,0,770,12660007
Walmer,Flat,7,0,2,400,3542864
Summerstrand,Flat,8,1,0,520,6684740
Humewood,Officeblock,7,1,0,190,3304544
Zwide,Flat,2,2,8,890,11921179
Zwide,House,4,0,0,580,8772350
Zwide,Flat,2,3,0,150,7666748
Humewood,Warehouse,6,1,8,170,218667
Summerstrand,House,5,1,1,170,11307153
Summerstrand,House,1,1,6,170,9678626
Humewood,House,5,0,6,190,1323745
Central,House,6,1,1,370,9141967
Missionvale,Flat,7,1,6,310,12643049
Zwide,Flat,3,0,12,310,11212398
Central,Warehouse,3,0,1,580,7247447
Zwide,House,8,0,6,190,6324226
Missionvale,Officeblock,8,4,6,370,4510711
Missionvale,Warehouse,6,3,4,580,7964802
Central,Officeblock,7,1,4,790,13270557
Summerstrand,Flat,8,3,12,190,8736917
Missionvale,Officeblock,3,1,1,790,5281168
Humewood,House,1,3,1,400,11965705
Humewood,Officeblock,6,0,0,750,4437316
Humewood,Warehouse,4,1,0,770,9970288
Walmer,House,6,0,2,770,12619025
Zwide,Officeblock,3,0,12,150,13781421
Zwide,Warehouse,2,0,12,150,2790216
Zwide,House,7,0,8,580,13781421
Summerstrand,Flat,4,1,6,890,2633196
Central,Warehouse,4,2,0,520,12789826
Humewood,Warehouse,5,4,1,170,7964802
Summerstrand,Warehouse,8,2,8,420,3816149
Missionvale,Warehouse,7,3,8,750,14871310
Zwide,Officeblock,2,3,8,170,3662800
Humewood,Flat,3,2,12,310,13439632
Missionvale,House,8,2,12,810,13880068
Walmer,Warehouse,2,1,4,370,9495507
Central,Warehouse,6,4,2,370,5386074
Humewood,Flat,6,0,8,520,447048
Summerstrand,Officeblock,1,3,0,750,9672810
Summerstrand,Warehouse,7,4,8,310,3172334
Summerstrand,Warehouse,2,1,6,580,13339513
